Course,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
ENGL 3323,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3324,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,HIST 2204,HIST 2238,PHIL 2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3327,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,HIST 2204,HIST 2238,PHIL 2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3330,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3331,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3340,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3341,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3342,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3343,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3344,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3345,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3350,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3353,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3372,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,ANTH 2213,ANTH 2214,ANTH 2229,ANTH 2241,ANTH 2255,ANTH 3319,EDUC 4351,FILM 2231,FILM 2251,FILM 3345,HIST 2215,HIST 2247,HIST 3306,HIST 3343,HIST 3345,HIST 3346,INST 1101,INST 1111,INST 2710,INST 2720,INST 2730,SLGY 2275,WGST 3311,,,,,,,,,,
ENGL 3382,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,CNST 2221,CNST 2233,CNST 3730,FILM 2251,FILM 3345,FILM 3349,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3390,ENGL 2202,ENGL 2216,ENGL 3327,ECON 2223,FILM 3345,HIST 2108,HIST 2207,PHIL 2237,PLSC 2227,RELS 2281,SLGY 2233,SLGY 3309,WGST 2205,WGST 2207,WGST 2221,WGST 2239,WGST 2283,WGST 3301,WGST 3302,WGST 3309,WGST 3310,WGST 3311,WGST 3345,WGST 3346,WGST 3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3394,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,ANTH 2213,ANTH 2214,ANTH 2229,ANTH 2241,ANTH 2255,ANTH 3319,FILM 2231,FILM 2251,FILM 3345,HIST 2215,HIST 2247,HIST 3306,HIST 3343,HIST 3345,HIST 3346,INST 1101,INST 1111,INST 2710,INST 2720,INST 2730,SLGY 2275,WGST 3310,WGST 3311,,,,,,,,,,,
ENGL 3397,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 3900,ENGL 2141,ENGL 2202,ENGL 2205,ENGL 2210,ENGL 2211,ENGL 2216,ENGL 2228,ENGL 2248,ENGL 2249,ENGL 2270,ENGL 2271,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FILM 2251,FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 4402,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,,,,,,,,,,,,,,,,,,,,,,
ENGL 4410,ENGL 3246,ENGL 3256,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ANTH 3322,ANTH 3379,ARTH 3309,ARTH 3313,CRWT 3304,FILM 3345,FILM 3370,GEOG 3107,GEOG 3445,GEOG 3447,HIST 3358,INST 3710,NTSC 3301,NTSC 3321,PSYC 3344,,,,,,,,,,
ENGL 4420,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,ENGL 3323,ENGL 3324,,,,,,,,,,,,,,,,,,,,
ENGL 4440,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,ENGL 3342,ENGL 3343,,,,,,,,,,,,,,,,,,,,
ENGL 4443,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,ENGL 3340,ENGL 3341,ENGL 3344,ENGL 3345,,,,,,,,,,,,,,,,,,
ENGL 4446,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,,,,,,,,,,,,,,,,,,
ENGL 4701,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,,,,,,,,,,,,,,,,,,,,,,
ENGL 4702,ENGL 3246,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3306,ENGL 3308,ENGL 3309,ENGL 3310,ENGL 3311,ENGL 3312,ENGL 3313,ENGL 3323,ENGL 3324,ENGL 3327,ENGL 3330,ENGL 3331,ENGL 3340,ENGL 3341,ENGL 3342,ENGL 3343,ENGL 3344,ENGL 3345,ENGL 3350,ENGL 3353,ENGL 3372,ENGL 3382,ENGL 3390,ENGL 3394,ENGL 3397,ENGL 3900,FILM 3345,ENGL 2291,ENGL 2292,ENGL 3353,ENGL 3390,,,,,,,,,,,,,,,,,,
ENGL 4801,ENGL 2205,ENGL 2207,ENGL 2263,ENGL 3266,ENGL 3304,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,CRWT 3304,CRWT 3305,CRWT 3362,CRWT 3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 4900,ENGL 2205,ENGL 2207,ENGL 2263,ENGL 3266,ENGL 3304,CRWT 2264,CRWT 2265,CRWT 2266,CRWT 2267,CRWT 2268,CRWT 3304,CRWT 3305,CRWT 3362,CRWT 3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGL 5110,ENGL 4401,ENGL 4402,ENGL 4410,ENGL 4420,ENGL 4440,ENGL 4443,ENGL 4446,ENGL 4701,ENGL 4702,ENGL 4801,ENGL 4900,CRWT 4802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3350,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3360,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 4332,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 4343,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 4344,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 4420,ENTR 2301,ENTR 3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTR 4433,MKTG 2150,ACCT 3224,MGMT 2130,ENTR 2301,SINV 2201,ENTR 3333,ENTR 4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2100,GNED 1101,GNED 1102,GNED 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2203,CHEM 1202,CHEM 1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2215,CHEM 1202,CHEM 1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 2221,CHEM 1202,CHEM 1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3305,ENVS 2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3307,CHEM 1202,CHEM 1207,MATH 1185,MATH 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3323,ENVS 2221,ENVS 3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3333,CHEM 2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3335,ENVS 3307,ENVS 3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 3336,GEOG 1103,GNED 1304,INST 1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4201,ENVS 4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4405,CHEM 2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4406,ENVS 3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4407,ENVS 3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4419,ENVS 3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4421,ENVS 3335,GEOG 2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4423,MATH 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4431,ENVS 3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4433,COMP 1209,ENVS 2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVS 4441,ENVS 2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 2011,HPED 1070,PHED 1171,ETOL 3305,HPED 1640,ETOL 2230,ETOL 2270,ETOL 3307,HPED 3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3011,ETOL 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3230,ETOL 2230,ETOL 2270,PUBR 1845,HPED 1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3270,HPED 1070,PHED 1171,HPED 2870,HPED 2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3305,HPED 1070,PHED 1171,ETOL 2230,HPED 1070,PHED 1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 3309,HPED 1070,PHED 1171,ETOL 2230,ETOL 3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 4270,ETOL 3230,HPED 1640,ETOL 4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETOL 5200,ETOL 3230,HPED 3050,ETOL 3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 1143,ENGL 0212,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 2221,ENGL 0212,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 2231,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2246,FILM 2251,FILM 2260,FILM 3345,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,JOUR 3521,CRWT 3305,ENGL 2202,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 3256,ENGL 3309,ENGL 3353,ENGL 3390,FREN 3343,HIST 2291,INST 1101,INST 1111,INST 2710,INST 2720,INST 2730,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,FILM 1144,FILM 2214,FILM 2221,FILM 2214,FILM 2221,,,,,,,
FILM 2246,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2246,FILM 2251,FILM 2260,FILM 3345,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,JOUR 3521,CRWT 3305,ENGL 2202,ENGL 2273,ENGL 2291,ENGL 2292,ENGL 3256,ENGL 3309,ENGL 3353,ENGL 3390,FREN 3343,HIST 2291,INST 1101,INST 1111,INST 2710,INST 2720,INST 2730,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,FILM 1144,FILM 2214,FILM 2221,FILM 2214,FILM 2221,,,,,,,
FILM 2251,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2221,FILM 2231,FILM 2251,FILM 2260,FILM 2270,FILM 3345,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,CRWT 3305,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FREN 3343,HIST 2291,JOUR 3521,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,,,,,,,,,,,,
FILM 2260,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2221,FILM 2231,FILM 2246,FILM 2260,FILM 2270,FILM 3345,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,CRWT 3305,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FREN 3343,HIST 2291,JOUR 3521,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,,,,,,,,,,,,
FILM 2270,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2221,FILM 2231,FILM 2246,FILM 2260,FILM 2270,FILM 3345,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,CRWT 3305,ENGL 1151,ENGL 1152,ENGL 2141,ENGL 2216,ENGL 2273,ENGL 2293,ENGL 2294,ENGL 2295,ENGL 2298,ENGL 2299,ENGL 2301,FREN 3343,HIST 2291,JOUR 3521,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,,,,,,,,,,,,
FILM 3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILM 3370,ENGL 1101,GNED 1401,GNED 1403,GNED 1404,FILM 1143,FILM 2221,FILM 2231,FILM 2246,FILM 2251,FILM 2260,FILM 2270,FILM 3349,FILM 3370,FILM 3701,ANTH 2243,ARTH 1101,ARTH 1103,ARTH 2207,ARTH 2209,ARTH 3311,COMM 2500,CRWT 3305,ENGL 2202,ENGL 3256,ENGL 3266,ENGL 3304,ENGL 3309,ENGL 3310,ENGL 3382,FREN 3343,HIST 2291,JOUR 3521,SPAN 2220,SPAN 3312,WGST 2239,WGST 3311,WGST 3346,,,,,,,,,,,,,,,,
